word,ratio,cantidadLetras,gotAccent,gotCedilla,doubleVocal,enCC,y
nine,0.5,4,0,0,0,0,0
indicar,0.4286,7,0,0,0,0,1
òrgan,0.2,5,1,0,0,0,1
done,0.5,4,0,0,0,0,1
many,0.25,4,0,0,0,0,0
cotxe,0.4,5,0,0,0,0,1
short,0.2,5,0,0,0,1,0
augmentant,0.4,10,0,0,0,0,1
race,0.5,4,0,0,0,0,0
cover,0.4,5,0,0,0,0,0
ampli,0.4,5,0,0,0,0,1
win,0.3333,3,0,0,0,0,0
espai,0.6,5,0,0,0,0,1
tub,0.3333,3,0,0,0,0,1
considerar,0.4,10,0,0,0,0,1
oportunitat,0.4545,11,0,0,0,0,1
pertant,0.2857,7,0,0,0,0,1
podria,0.5,6,0,0,0,0,1
sat,0.3333,3,0,0,0,0,0
primerenca,0.4,10,0,0,0,0,1
hold,0.25,4,0,0,0,0,0
estiu,0.6,5,0,0,0,0,1
shout,0.4,5,0,0,0,1,0
man,0.3333,3,0,0,0,0,0
construir,0.3333,9,0,0,0,0,1
paint,0.4,5,0,0,0,0,0
encara,0.5,6,0,0,0,0,1
light,0.2,5,0,0,0,1,0
viatges,0.4286,7,0,0,0,0,1
there,0.4,5,0,0,0,1,0
settle,0.3333,6,0,0,0,1,0
cremar,0.3333,6,0,0,0,0,1
continuar,0.4444,9,0,0,0,0,1
major,0.4,5,0,0,0,0,0
earth,0.4,5,0,0,0,1,0
comerç,0.3333,6,0,1,0,0,1
sand,0.25,4,0,0,0,0,0
plural,0.3333,6,0,0,0,0,1
gray,0.25,4,0,0,0,0,0
mouth,0.4,5,0,0,0,1,0
last,0.25,4,0,0,0,0,0
fort,0.25,4,0,0,0,0,1
dit,0.3333,3,0,0,0,0,1
paragraph,0.3333,9,0,0,0,1,0
cas,0.3333,3,0,0,0,0,1
ensenyar,0.375,8,0,0,0,0,1
hat,0.3333,3,0,0,0,0,0
cross,0.2,5,0,0,0,0,0
tot,0.3333,3,0,0,0,0,1
mitjà,0.2,5,1,0,0,0,1
calenta,0.4286,7,0,0,0,0,1
cent,0.25,4,0,0,0,0,0
partit,0.3333,6,0,0,0,0,1
foto,0.5,4,0,0,0,0,1
particular,0.4,10,0,0,0,0,0
seed,0.5,4,0,0,1,0,0
paràgraf,0.25,8,1,0,0,0,1
bloc,0.25,4,0,0,0,0,1
sobtada,0.4286,7,0,0,0,0,1
gave,0.5,4,0,0,0,0,0
mar,0.3333,3,0,0,0,0,1
result,0.3333,6,0,0,0,0,0
steam,0.4,5,0,0,0,0,0
longitud,0.375,8,0,0,0,0,1
pick,0.25,4,0,0,0,1,0
pes,0.3333,3,0,0,0,0,1
vendre,0.3333,6,0,0,0,0,1
wonder,0.3333,6,0,0,0,0,0
tell,0.25,4,0,0,0,0,0
tranquil,0.375,8,0,0,0,0,1
herba,0.4,5,0,0,0,0,1
bear,0.5,4,0,0,0,0,0
their,0.4,5,0,0,0,1,0
esclau,0.5,6,0,0,0,0,1
scale,0.4,5,0,0,0,0,0
sea,0.6667,3,0,0,0,0,0
durant,0.3333,6,0,0,0,0,1
ara,0.6667,3,0,0,0,0,1
fell,0.25,4,0,0,0,0,0
planet,0.3333,6,0,0,0,0,0
spend,0.2,5,0,0,0,0,0
act,0.3333,3,0,0,0,0,0
trobar,0.3333,6,0,0,0,0,1
indicate,0.5,8,0,0,0,0,0
vapor,0.4,5,0,0,0,0,1
rosa,0.5,4,0,0,0,0,1
zona,0.5,4,0,0,0,0,1
eina,0.75,4,0,0,0,0,1
at,0.5,2,0,0,0,0,0
simple,0.3333,6,0,0,0,0,1
match,0.2,5,0,0,0,1,0
provide,0.4286,7,0,0,0,0,0
cadira,0.5,6,0,0,0,0,1
post,0.25,4,0,0,0,0,0
gas,0.3333,3,0,0,0,0,1
ferro,0.4,5,0,0,0,0,1
prendre,0.2857,7,0,0,0,0,1
range,0.4,5,0,0,0,0,0
station,0.4286,7,0,0,0,0,0
dir,0.3333,3,0,0,0,0,1
student,0.2857,7,0,0,0,0,0
ago,0.6667,3,0,0,0,0,0
cos,0.3333,3,0,0,0,0,1
us,0.5,2,0,0,0,0,0
roca,0.5,4,0,0,0,0,1
lone,0.5,4,0,0,0,0,0
ella,0.5,4,0,0,0,0,1
menys,0.2,5,0,0,0,0,1
see,0.6667,3,0,0,1,0,0
draw,0.25,4,0,0,0,0,0
decimal,0.4286,7,0,0,0,0,1
beguda,0.5,6,0,0,0,0,1
través,0.1667,6,1,0,0,0,1
grup,0.25,4,0,0,0,0,1
count,0.4,5,0,0,0,0,0
can,0.3333,3,0,0,0,0,0
ciutat,0.5,6,0,0,0,0,1
spread,0.3333,6,0,0,0,1,0
shop,0.25,4,0,0,0,1,0
vidre,0.4,5,0,0,0,0,1
tren,0.25,4,0,0,0,0,1
venir,0.4,5,0,0,0,0,1
especialment,0.4167,12,0,0,0,0,1
caure,0.6,5,0,0,0,0,1
course,0.5,6,0,0,0,0,0
cow,0.3333,3,0,0,0,0,0
començar,0.375,8,0,1,0,0,1
altre,0.4,5,0,0,0,0,1
hot,0.3333,3,0,0,0,0,0
tingut,0.3333,6,0,0,0,0,1
cel,0.3333,3,0,0,0,0,1
forma,0.4,5,0,0,0,0,1
rule,0.5,4,0,0,0,0,0
village,0.4286,7,0,0,0,0,0
continue,0.5,8,0,0,0,0,0
disseny,0.2857,7,0,0,0,0,1
numeral,0.4286,7,0,0,0,0,0
bad,0.3333,3,0,0,0,0,0
four,0.5,4,0,0,0,0,0
peu,0.6667,3,0,0,0,0,1
màster,0.1667,6,1,0,0,0,1
egg,0.3333,3,0,0,0,1,0
class,0.2,5,0,0,0,0,0
farà,0.25,4,1,0,0,0,1
apple,0.4,5,0,0,0,1,0
too,0.6667,3,0,0,1,0,0
is,0.5,2,0,0,0,0,0
nit,0.3333,3,0,0,0,0,1
treball,0.2857,7,0,0,0,0,1
reals,0.4,5,0,0,0,0,1
leg,0.3333,3,0,0,0,0,0
circle,0.3333,6,0,0,0,0,0
spring,0.1667,6,0,0,0,1,0
després,0.1429,7,1,0,0,1,1
least,0.4,5,0,0,0,0,0
collect,0.2857,7,0,0,0,0,0
art,0.3333,3,0,0,0,0,1
long,0.25,4,0,0,0,0,0
dead,0.5,4,0,0,0,0,0
particular,0.4,10,0,0,0,0,1
heart,0.4,5,0,0,0,0,0
foot,0.5,4,0,0,1,0,0
pla,0.3333,3,0,0,0,0,1
land,0.25,4,0,0,0,0,0
they,0.25,4,0,0,0,1,0
wall,0.25,4,0,0,0,0,0
problem,0.2857,7,0,0,0,0,0
car,0.3333,3,0,0,0,0,0
war,0.3333,3,0,0,0,0,0
build,0.4,5,0,0,0,0,0
dona,0.5,4,0,0,0,0,1
onada,0.6,5,0,0,0,0,1
taula,0.6,5,0,0,0,0,1
pot,0.3333,3,0,0,0,0,1
enviar,0.5,6,0,0,0,0,1
plantejar,0.3333,9,0,0,0,0,1
subtract,0.25,8,0,0,0,0,0
should,0.3333,6,0,0,0,1,0
solution,0.5,8,0,0,0,0,0
pose,0.5,4,0,0,0,0,0
sell,0.25,4,0,0,0,0,0
head,0.5,4,0,0,0,0,0
desitjos,0.375,8,0,0,0,0,1
right,0.2,5,0,0,0,1,0
require,0.5714,7,0,0,0,0,0
estrany,0.2857,7,0,0,0,0,1
bord,0.25,4,0,0,0,0,1
note,0.5,4,0,0,0,0,0
inferior,0.5,8,0,0,0,0,1
llit,0.25,4,0,0,0,0,1
together,0.375,8,0,0,0,1,0
esperar,0.4286,7,0,0,0,0,1
gran,0.25,4,0,0,0,0,1
be,0.5,2,0,0,0,0,0
rail,0.5,4,0,0,0,0,0
feed,0.5,4,0,0,1,0,0
llegir,0.3333,6,0,0,0,0,1
pati,0.5,4,0,0,0,0,1
cuiner,0.5,6,0,0,0,0,1
safe,0.5,4,0,0,0,0,0
try,0.0,3,0,0,0,0,0
triar,0.4,5,0,0,0,0,1
excitar,0.4286,7,0,0,0,0,1
escoltar,0.375,8,0,0,0,0,1
record,0.3333,6,0,0,0,0,0
garden,0.3333,6,0,0,0,0,0
exemple,0.4286,7,0,0,0,0,1
pot,0.3333,3,0,0,0,0,1
fair,0.5,4,0,0,0,0,0
laugh,0.4,5,0,0,0,0,0
vocal,0.4,5,0,0,0,0,1
sing,0.25,4,0,0,0,0,0
better,0.3333,6,0,0,0,1,0
lead,0.5,4,0,0,0,0,0
temperature,0.4545,11,0,0,0,0,0
modern,0.3333,6,0,0,0,0,0
espatlla,0.375,8,0,0,0,0,1
saber,0.4,5,0,0,0,0,1
comparar,0.375,8,0,0,0,0,1
bone,0.5,4,0,0,0,0,0
notice,0.5,6,0,0,0,0,0
caught,0.3333,6,0,0,0,0,0
world,0.2,5,0,0,0,0,0
cell,0.25,4,0,0,0,0,0
happy,0.2,5,0,0,0,1,0
mapa,0.5,4,0,0,0,0,1
línia,0.4,5,1,0,0,0,1
game,0.5,4,0,0,0,0,0
país,0.25,4,1,0,0,0,1
wide,0.5,4,0,0,0,0,0
offer,0.4,5,0,0,0,1,0
més,0.0,3,1,0,0,0,1
room,0.5,4,0,0,1,0,0
road,0.5,4,0,0,0,0,0
volar,0.4,5,0,0,0,0,1
incloure,0.5,8,0,0,0,0,1
còlera,0.3333,6,1,0,0,0,1
pell,0.25,4,0,0,0,0,1
brother,0.2857,7,0,0,0,1,0
page,0.5,4,0,0,0,0,0
send,0.25,4,0,0,0,0,0
drink,0.2,5,0,0,0,0,0
resoldre,0.375,8,0,0,0,0,1
write,0.4,5,0,0,0,1,0
lloc,0.25,4,0,0,0,0,1
moviment,0.375,8,0,0,0,0,1
esquena,0.5714,7,0,0,0,1,1
vint,0.25,4,0,0,0,0,1
nom,0.3333,3,0,0,0,0,1
picture,0.4286,7,0,0,0,0,0
mile,0.5,4,0,0,0,0,0
creure,0.5,6,0,0,0,0,1
dry,0.0,3,0,0,0,0,0
succeir,0.4286,7,0,0,0,0,1
afavorir,0.5,8,0,0,0,0,1
avís,0.25,4,1,0,0,0,1
drop,0.25,4,0,0,0,0,0
espere,0.5,6,0,0,0,0,1
bé,0.0,2,1,0,0,0,1
nosaltres,0.3333,9,0,0,0,0,1
temperatura,0.4545,11,0,0,0,0,1
element,0.4286,7,0,0,0,0,1
dents,0.2,5,0,0,0,0,1
own,0.3333,3,0,0,0,0,0
cool,0.5,4,0,0,1,0,0
sentir,0.3333,6,0,0,0,0,1
under,0.4,5,0,0,0,0,0
was,0.3333,3,0,0,0,0,0
habitació,0.4444,9,1,0,0,0,1
put,0.3333,3,0,0,0,0,0
ever,0.5,4,0,0,0,0,0
bottom,0.3333,6,0,0,0,1,0
first,0.2,5,0,0,0,0,0
dog,0.3333,3,0,0,0,0,0
on,0.5,2,0,0,0,0,0
interès,0.2857,7,1,0,0,0,1
doctor,0.3333,6,0,0,0,0,0
problemes,0.3333,9,0,0,0,0,1
copy,0.25,4,0,0,0,0,0
per,0.3333,3,0,0,0,0,1
veí,0.3333,3,1,0,0,0,1
grand,0.2,5,0,0,0,0,1
able,0.5,4,0,0,0,0,0
system,0.1667,6,0,0,0,0,0
early,0.4,5,0,0,0,0,0
dòlar,0.2,5,1,0,0,0,1
bàsica,0.3333,6,1,0,0,0,1
sempre,0.3333,6,0,0,0,0,1
història,0.375,8,1,0,0,0,1
nou,0.6667,3,0,0,0,0,1
des,0.3333,3,0,0,0,0,1
homes,0.4,5,0,0,0,0,1
aconseguit,0.5,10,0,0,0,0,1
oh,0.5,2,0,0,0,0,1
darrere,0.4286,7,0,0,0,0,1
operar,0.5,6,0,0,0,0,1
finger,0.3333,6,0,0,0,0,0
science,0.4286,7,0,0,0,0,0
discutir,0.375,8,0,0,0,0,1
each,0.5,4,0,0,0,1,0
favor,0.4,5,0,0,0,0,0
mare,0.5,4,0,0,0,0,1
sat,0.3333,3,0,0,0,0,1
fluir,0.4,5,0,0,0,0,1
temporada,0.4444,9,0,0,0,0,1
mantenir,0.375,8,0,0,0,0,1
bola,0.5,4,0,0,0,0,1
nose,0.5,4,0,0,0,0,0
classe,0.3333,6,0,0,0,0,1
sang,0.25,4,0,0,0,0,1
muntanya,0.375,8,0,0,0,0,1
mal,0.3333,3,0,0,0,0,1
temps,0.2,5,0,0,0,0,1
carrer,0.3333,6,0,0,0,0,1
caminar,0.4286,7,0,0,0,0,1
next,0.25,4,0,0,0,0,0
nació,0.4,5,1,0,0,0,1
propietat,0.4444,9,0,0,0,0,1
prima,0.4,5,0,0,0,0,1
lady,0.25,4,0,0,0,0,0
term,0.25,4,0,0,0,0,0
here,0.5,4,0,0,0,0,0
sentence,0.375,8,0,0,0,0,0
victòria,0.375,8,1,0,0,0,1
silent,0.3333,6,0,0,0,0,0
roll,0.25,4,0,0,0,0,0
lot,0.3333,3,0,0,0,0,0
clau,0.5,4,0,0,0,0,1
carn,0.25,4,0,0,0,0,1
dur,0.3333,3,0,0,0,0,1
quiet,0.6,5,0,0,0,0,0
corda,0.4,5,0,0,0,0,1
cantar,0.3333,6,0,0,0,0,1
space,0.4,5,0,0,0,0,0
sòl,0.0,3,1,0,0,0,1
barret,0.3333,6,0,0,0,0,1
no,0.5,2,0,0,0,0,0
seleccioneu,0.5455,11,0,0,0,0,1
ara,0.6667,3,0,0,0,0,1
registre,0.375,8,0,0,0,0,1
milions,0.4286,7,0,0,0,0,1
free,0.5,4,0,0,1,0,0
began,0.4,5,0,0,0,0,0
mountain,0.5,8,0,0,0,0,0
plana,0.4,5,0,0,0,0,1
diversió,0.375,8,1,0,0,0,1
reclamació,0.4,10,1,0,0,0,1
less,0.25,4,0,0,0,0,0
colònia,0.4286,7,1,0,0,0,1
force,0.4,5,0,0,0,0,0
air,0.6667,3,0,0,0,0,0
wave,0.5,4,0,0,0,0,0
an,0.5,2,0,0,0,0,0
ràdio,0.4,5,1,0,0,0,1
humà,0.25,4,1,0,0,0,1
final,0.4,5,0,0,0,0,0
about,0.6,5,0,0,0,0,0
help,0.25,4,0,0,0,0,0
from,0.25,4,0,0,0,0,0
anell,0.4,5,0,0,0,0,1
doble,0.4,5,0,0,0,0,1
me,0.5,2,0,0,0,0,0
branca,0.3333,6,0,0,0,0,1
show,0.25,4,0,0,0,1,0
on,0.5,2,0,0,0,0,1
donar,0.4,5,0,0,0,0,1
yellow,0.3333,6,0,0,0,0,0
as,0.5,2,0,0,0,0,0
mantenir,0.375,8,0,0,0,0,1
have,0.5,4,0,0,0,0,0
cent,0.25,4,0,0,0,0,1
art,0.3333,3,0,0,0,0,0
save,0.5,4,0,0,0,0,0
soft,0.25,4,0,0,0,0,0
skin,0.25,4,0,0,0,1,0
follow,0.3333,6,0,0,0,0,0
rub,0.3333,3,0,0,0,0,1
símbol,0.1667,6,1,0,0,0,1
toward,0.3333,6,0,0,0,0,0
gamma,0.4,5,0,0,0,0,1
substance,0.3333,9,0,0,0,0,0
lloc,0.25,4,0,0,0,0,1
the,0.3333,3,0,0,0,1,0
desgast,0.2857,7,0,0,0,0,1
descriure,0.4444,9,0,0,0,1,1
curta,0.4,5,0,0,0,0,1
steel,0.4,5,0,0,1,0,0
log,0.3333,3,0,0,0,0,0
bring,0.2,5,0,0,0,0,0
gold,0.25,4,0,0,0,0,0
surface,0.4286,7,0,0,0,0,0
fusta,0.4,5,0,0,0,0,1
great,0.4,5,0,0,0,0,0
except,0.3333,6,0,0,0,0,0
done,0.5,4,0,0,0,0,0
imagine,0.5714,7,0,0,0,0,0
iron,0.5,4,0,0,0,0,0
síl·laba,0.25,8,1,0,0,0,1
or,0.5,2,0,0,0,0,1
sentit,0.3333,6,0,0,0,0,1
sail,0.5,4,0,0,0,0,0
adequada,0.625,8,0,0,0,0,1
direct,0.3333,6,0,0,0,0,0
may,0.3333,3,0,0,0,0,0
content,0.2857,7,0,0,0,0,1
guardat,0.4286,7,0,0,0,0,1
gas,0.3333,3,0,0,0,0,0
o,1.0,1,0,0,0,0,1
cap,0.3333,3,0,0,0,0,1
feliç,0.4,5,0,1,0,0,1
portat,0.3333,6,0,0,0,0,1
stead,0.4,5,0,0,0,0,0
bell,0.25,4,0,0,0,0,0
grau,0.5,4,0,0,0,0,1
share,0.4,5,0,0,0,1,0
lliscament,0.3,10,0,0,0,0,1
wife,0.5,4,0,0,0,0,0
pèl,0.0,3,1,0,0,0,1
clock,0.2,5,0,0,0,1,0
a,1.0,1,0,0,0,0,0
consider,0.375,8,0,0,0,0,0
fred,0.25,4,0,0,0,0,1
my,0.0,2,0,0,0,0,0
spell,0.2,5,0,0,0,0,0
alleujar,0.5,8,0,0,0,0,1
aquí,0.5,4,1,0,0,0,1
dit,0.3333,3,0,0,0,0,1
història,0.375,8,1,0,0,0,1
coast,0.4,5,0,0,0,0,0
petit,0.4,5,0,0,0,0,1
hair,0.5,4,0,0,0,0,0
who,0.3333,3,0,0,0,1,0
nen,0.3333,3,0,0,0,0,1
tube,0.5,4,0,0,0,0,0
suau,0.75,4,0,0,0,0,1
pal,0.3333,3,0,0,0,0,1
most,0.25,4,0,0,0,0,0
pobres,0.3333,6,0,0,0,0,1
persobre,0.375,8,0,0,0,0,1
team,0.5,4,0,0,0,0,0
against,0.4286,7,0,0,0,0,0
straight,0.25,8,0,0,0,1,0
dit,0.3333,3,0,0,0,0,1
what,0.25,4,0,0,0,1,0
field,0.4,5,0,0,0,0,0
propagació,0.4,10,1,0,0,0,1
came,0.5,4,0,0,0,0,0
següent,0.2857,7,0,0,0,0,1
desert,0.3333,6,0,0,0,0,1
el,0.5,2,0,0,0,0,1
teeth,0.4,5,0,0,1,1,0
complet,0.2857,7,0,0,0,0,1
encaixar,0.5,8,0,0,0,0,1
beat,0.5,4,0,0,0,0,0
organ,0.4,5,0,0,0,0,0
estudi,0.5,6,0,0,0,0,1
above,0.6,5,0,0,0,0,0
lost,0.25,4,0,0,0,0,0
recordar,0.375,8,0,0,0,0,1
both,0.25,4,0,0,0,1,0
vermell,0.2857,7,0,0,0,0,1
than,0.25,4,0,0,0,1,0
told,0.25,4,0,0,0,0,0
famous,0.5,6,0,0,0,0,0
hard,0.25,4,0,0,0,0,0
llista,0.3333,6,0,0,0,0,1
caça,0.5,4,0,1,0,0,1
side,0.5,4,0,0,0,0,0
cançó,0.2,5,1,1,0,0,1
money,0.4,5,0,0,0,0,0
barrejar,0.375,8,0,0,0,0,1
vestir,0.3333,6,0,0,0,0,1
habilitat,0.4444,9,0,0,0,0,1
motor,0.4,5,0,0,0,0,1
general,0.4286,7,0,0,0,0,0
black,0.2,5,0,0,0,1,0
que,0.6667,3,0,0,0,0,1
d’,0.0,2,0,0,0,0,1
aquests,0.4286,7,0,0,0,0,1
subject,0.2857,7,0,0,0,0,0
shape,0.4,5,0,0,0,1,0
until,0.4,5,0,0,0,0,0
century,0.2857,7,0,0,0,0,0
enemy,0.4,5,0,0,0,0,0
subjecte,0.375,8,0,0,0,0,1
self,0.25,4,0,0,0,0,0
pràctica,0.25,8,1,0,0,0,1
again,0.6,5,0,0,0,0,0
pla,0.3333,3,0,0,0,0,1
fi,0.5,2,0,0,0,0,1
veure,0.6,5,0,0,0,0,1
bright,0.1667,6,0,0,0,1,0
aviat,0.6,5,0,0,0,0,1
lake,0.5,4,0,0,0,0,0
find,0.25,4,0,0,0,0,0
ràpid,0.2,5,1,0,0,0,1
res,0.3333,3,0,0,0,0,1
persona,0.4286,7,0,0,0,0,1
quart,0.4,5,0,0,0,0,0
half,0.25,4,0,0,0,0,0
inch,0.25,4,0,0,0,1,0
vowel,0.4,5,0,0,0,0,0
quedar,0.5,6,0,0,0,0,1
morts,0.2,5,0,0,0,0,1
passar,0.3333,6,0,0,0,0,1
men,0.3333,3,0,0,0,0,0
woman,0.4,5,0,0,0,0,0
throw,0.2,5,0,0,0,1,0
protect,0.2857,7,0,0,0,0,0
effect,0.3333,6,0,0,0,1,0
producte,0.375,8,0,0,0,0,1
llest,0.2,5,0,0,0,0,1
camí,0.25,4,1,0,0,0,1
take,0.5,4,0,0,0,0,0
unit,0.5,4,0,0,0,0,0
foc,0.3333,3,0,0,0,0,1
ha,0.5,2,0,0,0,0,1
train,0.4,5,0,0,0,0,0
dibuixar,0.5,8,0,0,0,0,1
door,0.5,4,0,0,1,0,0
arribar,0.4286,7,0,0,0,0,1
cost,0.25,4,0,0,0,0,1
book,0.5,4,0,0,1,0,0
correcta,0.375,8,0,0,0,0,1
els,0.3333,3,0,0,0,0,1
plural,0.3333,6,0,0,0,0,0
block,0.2,5,0,0,0,1,0
com,0.3333,3,0,0,0,0,1
fact,0.25,4,0,0,0,0,0
gun,0.3333,3,0,0,0,0,0
and,0.3333,3,0,0,0,0,0
camí,0.25,4,1,0,0,0,1
repeteixi,0.5556,9,0,0,0,0,1
turó,0.25,4,1,0,0,0,1
voice,0.6,5,0,0,0,0,0
massa,0.4,5,0,0,0,0,1
clear,0.4,5,0,0,0,0,0
cost,0.25,4,0,0,0,0,0
LED,0.0,3,0,0,0,0,1
resposta,0.375,8,0,0,0,0,1
old,0.3333,3,0,0,0,0,0
milla,0.4,5,0,0,0,0,1
profunda,0.375,8,0,0,0,0,1
weight,0.3333,6,0,0,0,1,0
wrong,0.2,5,0,0,0,1,0
